"url","status","content_type","title_length","description_length","canonical","robots","h1_count","expired_jobposting","issues","error"
"https://www.searchsarkarinaukri.com/jobs/employees-state-insurance-corporation-esic-medical-college-hospital-esic--5022","200","text/html; charset=utf-8","54","142","https://www.searchsarkarinaukri.com/jobs/employees-state-insurance-corporation-esic-medical-college-hospital-esic--5022","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
"https://www.searchsarkarinaukri.com/jobs/employees-state-insurance-corporation-esic-medical-college-hospital-esic--5021","200","text/html; charset=utf-8","54","145","https://www.searchsarkarinaukri.com/jobs/employees-state-insurance-corporation-esic-medical-college-hospital-esic--5021","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
"https://www.searchsarkarinaukri.com/jobs/employees-state-insurance-corporation-esic-medical-college-hospital-esic--5020","200","text/html; charset=utf-8","53","142","https://www.searchsarkarinaukri.com/jobs/employees-state-insurance-corporation-esic-medical-college-hospital-esic--5020","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
"https://www.searchsarkarinaukri.com/jobs/maharashtra-state-electricity-transmission-company-limited-mahatransco-m--5019","200","text/html; charset=utf-8","59","150","https://www.searchsarkarinaukri.com/jobs/maharashtra-state-electricity-transmission-company-limited-mahatransco-m--5019","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
"https://www.searchsarkarinaukri.com/jobs/csir-national-environmental-engineering-research-institute-csir-neeri-cs--5016","200","text/html; charset=utf-8","59","146","https://www.searchsarkarinaukri.com/jobs/csir-national-environmental-engineering-research-institute-csir-neeri-cs--5016","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
"https://www.searchsarkarinaukri.com/jobs/government-job--5015","200","text/html; charset=utf-8","52","153","https://www.searchsarkarinaukri.com/jobs/government-job--5015","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
"https://www.searchsarkarinaukri.com/jobs/echs-goa-echs-goa-2026--5014","200","text/html; charset=utf-8","59","153","https://www.searchsarkarinaukri.com/jobs/echs-goa-echs-goa-2026--5014","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
"https://www.searchsarkarinaukri.com/jobs/rsc-nagpur-rsc-nagpur-2026--5013","200","text/html; charset=utf-8","56","152","https://www.searchsarkarinaukri.com/jobs/rsc-nagpur-rsc-nagpur-2026--5013","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
"https://www.searchsarkarinaukri.com/jobs/sgbau-amravati-sgbau-amravati-2026--5012","200","text/html; charset=utf-8","54","143","https://www.searchsarkarinaukri.com/jobs/sgbau-amravati-sgbau-amravati-2026--5012","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
"https://www.searchsarkarinaukri.com/jobs/isp-nashik-isp-nashik-2026--5011","200","text/html; charset=utf-8","55","155","https://www.searchsarkarinaukri.com/jobs/isp-nashik-isp-nashik-2026--5011","index, follow, max-snippet:-1, max-image-preview:large","1","false","",""
