"source_url","target_url","target_status","anchor_text","rel"
"https://www.searchsarkarinaukri.com/jobs/computer-science-teacher-cst-recruitment-2026--4493","https://www.searchsarkarinaukri.com/districts/karnataka","404","All government jobs in karnataka",""
"https://www.searchsarkarinaukri.com/jobs/drdo-hemrl-graduate-apprentice-recruitment-2026--4495","https://www.searchsarkarinaukri.com/districts/sutarwadi","404","All government jobs in sutarwadi",""
"https://www.searchsarkarinaukri.com/jobs/drdo-hemrl-graduate-apprentice-recruitment-2026--4495","https://www.searchsarkarinaukri.com/jobs-in-sutarwadi","404","sutarwadi sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/esic-panel-advocate-recruitment-2026--4494","https://www.searchsarkarinaukri.com/districts/maharashtra","404","All government jobs in maharashtra",""
"https://www.searchsarkarinaukri.com/jobs/physical-education-teacher-pet-recruitment-2026--4492","https://www.searchsarkarinaukri.com/districts/karnataka","404","All government jobs in karnataka",""
"https://www.searchsarkarinaukri.com/jobs/graduate-primary-teacher-gpt-recruitment-2026--4489","https://www.searchsarkarinaukri.com/districts/karnataka","404","All government jobs in karnataka",""
"https://www.searchsarkarinaukri.com/jobs/primary-school-teacher-pst-recruitment-2026--4491","https://www.searchsarkarinaukri.com/districts/karnataka","404","All government jobs in karnataka",""
"https://www.searchsarkarinaukri.com/jobs/assistant-master-am-recruitment-2026--4490","https://www.searchsarkarinaukri.com/districts/karnataka","404","All government jobs in karnataka",""
"https://www.searchsarkarinaukri.com/jobs/kendriya-vidyalaya-washim-kendriya-vidyalaya-washim-2026--4485","https://www.searchsarkarinaukri.com/jobs-in-washim","404","washim sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/kalbhairav-sahakari-patsanstha-kalbhairav-sahakari-patsanstha-2026--4483","https://www.searchsarkarinaukri.com/cdn-cgi/l/email-protection","404","Apply Online","nofollow noopener"
"https://www.searchsarkarinaukri.com/jobs/pm-shri-kendriya-vidyalaya-stc-bsf-chakur-pm-shri-kendriya-vidyalaya-stc-bsf-2026--4478","https://www.searchsarkarinaukri.com/jobs-in-latur","404","latur sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-data-entry-operator-pgdca-apprentice-recruitment-2026--4469","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-data-entry-operator-pgdca-apprentice-recruitment-2026--4469","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/employees-state-insurance-corporation-esic-mumbai-apply-for-366-advocate-posts-at-2026--4470","https://www.searchsarkarinaukri.com/jobs-in-all-districts","404","all districts sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/women-and-child-development-department-maharashtra-recruitment-notification-women-and-child-developm--4475","https://www.searchsarkarinaukri.com/jobs-in-all-districts","404","all districts sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-diploma-graduate-apprentice-electronics-communication-recruitment-2026--4466","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-diploma-graduate-apprentice-electronics-communication-recruitment-2026--4466","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-electronics-instrumentation-recruitment-2026--4467","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-electronics-instrumentation-recruitment-2026--4467","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-production-recruitment-2026--4468","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-production-recruitment-2026--4468","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-b-sc-nursing-recruitment-2026--4465","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-b-sc-nursing-recruitment-2026--4465","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-business-administration-recruitment-2026--4464","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-business-administration-recruitment-2026--4464","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-commerce-recruitment-2026--4462","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-commerce-recruitment-2026--4462","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
